Name,Address,City,Zipcode,Average Review Score,Total Review Count,Latitude,Longitude
Remarkable 2BR+storage in JBR with Sea View,"Dubai, ARE",Dubai,None,10,1,25.079289,55.134021
GuestReady - Marina Walk View at JW Marriott,"Dubai, ARE",Dubai,None,10,1,25.077413,55.140192
Luxury Apartment - Harbour Tower Gate 1,"Dubai, ARE",Dubai,None,10,1,25.20646,55.346929
Unforgettable 1BR Mesmerizing Burj Khalifa Views - 17AB02,"Dubai, ARE",Dubai,None,10,1,25.18608,55.278338
Affluent 2BR with Beach Access - La COTE,"Dubai, ARE",Dubai,None,10,1,25.239963,55.25345
STAY BY LATINEM Luxury 1BR Holiday Home CVR B1701 near Burj Khalifa,"Dubai, ARE",Dubai,None,10,1,25.179338,55.304148
GuestReady - Living the dream in Business Bay,"Dubai, ARE",Dubai,None,10,1,25.185064,55.275877
"Tiara Residence Ruby, Palm Jumeirah - Mint Stay","Dubai, ARE",Dubai,None,10,1,25.11597,55.140751
"Cozy King Apt with Pool & Beach Access in Palm, Fast Wi-Fi, Parking","Dubai, ARE",Dubai,None,10,1,25.112706,55.143224
2 Bedroom Apartment in Al Jaddaf by The S Holiday Homes,"Dubai, ARE",Dubai,None,10,1,25.21738,55.324294
"Keysplease Studio walking to Beach & Metro P50B,JBR","Dubai, ARE",Dubai,None,10,1,25.081584,55.139581
Lakeside Bliss Home,"Dubai, ARE",Dubai,None,10,1,25.092303,55.168209
2 Bed in Azzizi Farhad with Burj Khalifa view by Desert City Stays,"Dubai, ARE",Dubai,None,10,1,25.208828,55.315339
Magnificent Beachfront Two Bedroom With Full Sea & Beach View,"Dubai, ARE",Dubai,None,10,1,25.078391,55.135774
EasyGo - Downtown Views II 1Bedroom,"Dubai, ARE",Dubai,None,10,1,25.202248,55.280408
Frank Porter - Marina Heights 1,"Dubai, ARE",Dubai,None,10,1,25.087042,55.148302
Beachfront Beach Vista Tower-1 1bdr apartment,"Dubai, ARE",Dubai,None,10,1,25.098128,55.139763
Primestay - 5242 Tower 1 Dubai Marina,"Dubai, ARE",Dubai,None,10,1,25.070544,55.126068
Cozy Circle !Enjoyable Yet Affordable Studio Apartment!,"Dubai, ARE",Dubai,None,10,1,25.057312,55.212569
Burj Khalifa View 2BR Spacious Bellevue Tower,"Dubai, ARE",Dubai,None,10,1,25.187568,55.276129
"Free Private Beach Access Luxury Studio Living at Seven Residences, Palm Jumeirah","Dubai, ARE",Dubai,None,10,1,25.112702,55.138819
Ultimate Stay / 7 people / Spacious / Dubai Creek with Marina Views,"Dubai, ARE",Dubai,None,10,1,25.204172,55.342983
Palm Jumeirah Paradise - 5BR Villa - Infinity Pool,"Dubai, ARE",Dubai,None,10,1,25.115375,55.132185
"20% OFF! Luxury 2 BDR Apt, Centrally Located, Huge Terrace","Dubai, ARE",Dubai,None,10,1,25.221427,55.272382
LUX Iconic Views at The Palm Tower Suite 1,"Dubai, ARE",Dubai,None,10,1,25.114071,55.139587
Downtown - 2BR Apartment with Burj Khalifa View,"Dubai, ARE",Dubai,None,10,1,25.201824,55.281257
Privet Beach with stunning Sea view,"Dubai, ARE",Dubai,None,10,1,25.098128,55.139763
Silkhaus modern Boulevard 1BDR near Burj Khalifa in Downtown,"Dubai, ARE",Dubai,None,10,1,25.193193,55.269274
Exquisite 2BR in Damac Reva Business Bay,"Dubai, ARE",Dubai,None,10,1,25.187852,55.28332
Frank Porter - Park Gate Residences 1,"Dubai, ARE",Dubai,None,10,1,25.233454,55.293767
"Manzil - 1BR Apartment in Downtown with Canal and Marina Access, near Burj Khalifa","Dubai, ARE",Dubai,None,10,1,25.187809,55.283331
GuestReady - Hidden Gem in Jumeirah Living Marina,"Dubai, ARE",Dubai,None,10,1,25.087293,55.146451
MH - Act One Act Two - Down Town - 1BHK - REF407,"Dubai, ARE",Dubai,None,10,1,25.192315,55.271127
Exquisite One Bedroom at The Cosmopolitan,"Dubai, ARE",Dubai,None,10,1,25.18772,55.267239
"Modern 1-bedroom apartment in family-friendly residence with Swimming Pool, Gym & Free Parking.","Dubai, ARE",Dubai,None,10,1,25.027802,55.181173
The residences 1 - luxury one bedroom apartment in Downtown - 2 mins walk to Burj Khalifa and Dubai mall,"Dubai, ARE",Dubai,None,10,2,25.195286,55.272305
"Cozy & Stylish 2BR, Heart of JBR, Walk to Beach","Dubai, ARE",Dubai,None,10,1,25.077209,55.135425
Tamm - Prime Residence with Unrivaled Palm Jumeirah Views,"Dubai, ARE",Dubai,None,10,1,25.112193,55.138635
Silkhaus The Greens neighborhood newly furnished 1BDR,"Dubai, ARE",Dubai,None,10,1,25.089953,55.174796
The Grayciousness Luxury Tech Home Dubai Marina Cayan Tower,"Dubai, ARE",Dubai,None,10,1,25.086716,55.145145
Burj Khalifa View Brand New Luxury Living,"Dubai, ARE",Dubai,None,10,1,25.185279,55.289879
WelHome - Incredible Waterfront Apt With Mesmerizing views,"Dubai, ARE",Dubai,None,10,1,25.239442,55.255083
Frank Porter - Creekside 18,"Dubai, ARE",Dubai,None,10,1,25.204456,55.345109
"Emaar Beachfront - Beach Isle Tower 2, Dubai Marina","Dubai, ARE",Dubai,None,10,1,25.089451,55.1442
STAY BY LATINEM Luxury 2BR Holiday Home CVR B3208 near Burj Khalifa,"Dubai, ARE",Dubai,None,10,1,25.179489,55.304476
STAY BY LATINEM Luxury 1BR Holiday Home CV B1906 near Burj Khalifa,"Dubai, ARE",Dubai,None,10,1,25.179488,55.305296
"Keysplease Studio Minutes to Beach Murjan 3 49A, JBR","Dubai, ARE",Dubai,None,10,1,25.081938,55.139222
"Livbnb- Homely 3+1 in Heart of JBR, Close to Beach","Dubai, ARE",Dubai,None,10,1,25.072672,55.130928
WelHome - Luxury 2BR Beautiful Apt in Forte T1 Downtown,"Dubai, ARE",Dubai,None,10,1,25.195806,55.268811
Vida Dubai Marina Luxury Apartment,"Dubai, ARE",Dubai,None,10,1,25.072374,55.136154
Nasma Luxury Stays - Modern Studio Apartment with City View In DIFC,"Dubai, ARE",Dubai,None,10,1,25.206737,55.275316
Iconic Views Apt With Balcony Close to the Beach,"Dubai, ARE",Dubai,None,10,1,25.135028,55.189784
Manzil - 1BR District One Residences with Beach & Lagoon Access,"Dubai, ARE",Dubai,None,10,1,25.156543,55.285713
Elite Escape Holiday Home - 1 BHK Getaway with Dubai Mall Access - 1502,"Dubai, ARE",Dubai,None,10,1,25.200933,55.280834
Burj Royal Luxury Apt with Balcony & View,"Dubai, ARE",Dubai,None,10,1,25.19168,55.280175
Asayel 1,"Dubai, ARE",Dubai,None,10,1,25.132626,55.190555
PR25 - Cozy 1BR in Polo Residences,"Dubai, ARE",Dubai,None,10,1,25.150811,55.29593
10min from Burj Khalifa - Sobha Creek Vistas Réservé,"Dubai, ARE",Dubai,None,10,1,25.179484,55.304437
Brand New Luxury 2-Bedroom Apartment with Sofa-Bed,"Dubai, ARE",Dubai,None,10,1,25.186582,55.286675
Cozy Studio in Dubai,"Dubai, ARE",Dubai,None,10,1,25.024674,55.243569
Luxury 3 Bed + Maid Room in Downtown Apt With Burj Khalifa View,"Dubai, ARE",Dubai,None,10,1,25.202471,55.280999
FAM Living - 2 Bedroom Home close to Dubai Frame,"Dubai, ARE",Dubai,None,10,1,25.232799,55.295472
"WOW! 5-Star Stay in this One Bedroom, Golden Mile","Dubai, ARE",Dubai,None,10,1,25.1112,55.141413
Key View - Summer 3,"Dubai, ARE",Dubai,None,10,1,25.200986,55.34942
StoneTree - Elegant Studio in Goldcrest View,"Dubai, ARE",Dubai,None,10,1,25.078009,55.15111
Oraya - Modern 2BR Haven with City Views in Dubai Production City,"Dubai, ARE",Dubai,None,10,1,25.023929,55.183513
Bluewaters - Upgraded 2 Bedroom Suites with Ain Dubai View By Livbnb,"Dubai, ARE",Dubai,None,10,1,25.079447,55.121461
Serenity Studio,"Dubai, ARE",Dubai,None,10,1,25.177677,55.309494
Stylish apartment with beautiful view on Dubai Marina,"Dubai, ARE",Dubai,None,10,1,25.072298,55.135862
"Sea & Marina view, High Floor, Near Beach","Dubai, ARE",Dubai,None,10,1,25.087869,55.146147
"Smart Home, King Bed, Fully Equipped Kitchen, Free Parking, Highly rated, 2 minutes walk from Starbucks, Big Balcony High Ceiling, Ground Floor, Pool, Gym, Around the clock guest support","Dubai, ARE",Dubai,None,10,1,25.063813,55.217569
Magnificent - Stylish 3 BR Retreat with a Burj Khalifa View,"Dubai, ARE",Dubai,None,10,1,25.195763,55.269485
Luxurious Stays - Elevate Your Stay at Azizi Riviera 26,"Dubai, ARE",Dubai,None,10,1,25.172924,55.305263
Beachfront Bliss: Chic 1 BR Retreat by the Sea,"Dubai, ARE",Dubai,None,10,1,25.097584,55.139902
Dubai Hills Collective Tower 2,"Dubai, ARE",Dubai,None,10,1,25.099598,55.245706
Lux Brand New Huge 2BR in Stella Maris Dubai Marina,"Dubai, ARE",Dubai,None,10,1,25.069973,55.132493
Primestay - Green Lakes 2BR in JLT,"Dubai, ARE",Dubai,None,10,1,25.078545,55.148716
WOW! Lovely Studio in the heart of Downtown Dubai,"Dubai, ARE",Dubai,None,10,1,25.191167,55.269864
Bright & Relaxing 1BR Apartment,"Dubai, ARE",Dubai,None,10,1,25.093637,55.172834
Studio Khalifa canal view,"Dubai, ARE",Dubai,None,10,1,25.180027,55.264962
Stylish Apartment in Dubai Hills with Burj View,"Dubai, ARE",Dubai,None,10,1,25.114898,55.247615
Primestay - Burj Royale 1BR in Downtown Dubai,"Dubai, ARE",Dubai,None,10,1,25.19168,55.280175
Primestay - 1BR plus Maids Sobha Waves in Al Meydan,"Dubai, ARE",Dubai,None,10,1,25.175439,55.309197
Key View - Glamz Residence Tower 2,"Dubai, ARE",Dubai,None,10,1,25.033708,55.14181
Amazing 1 bedroom Lake view with balcony Dubai,"Dubai, ARE",Dubai,None,10,1,25.166376,55.276657
Livbnb Suites - Elegant 3BR+Maids Room w/ Burj Khalifa View,"Dubai, ARE",Dubai,None,10,1,25.202429,55.280933
"Holiday Studio In JVC 0107, Dubai","Dubai, ARE",Dubai,None,10,1,25.04945,55.197701
Loaloat El Sharjah for women,"Sharjah, ARE",Sharjah,None,10,1,25.30762,55.372965
Oceanfront Escape: Stylish 1 BR in Beachfront,"Dubai, ARE",Dubai,None,10,1,25.097584,55.139902
ALiving Luxury Studio Apartment at DAMAC Maison Prive Business bay 2512,"Dubai, ARE",Dubai,None,10,1,25.18431,55.275516
HomesGetaway- Deluxe 1BR Apartment in Zada Tower,"Dubai, ARE",Dubai,None,10,1,25.18447,55.261725
Canal front apartment with Burj Khalifa view by Suiteable,"Dubai, ARE",Dubai,None,10,1,25.18597,55.286217
LUX LIV Contemporary Full Marina View Suite,"Dubai, ARE",Dubai,None,10,1,25.081101,55.140678
2 BR Cozy Radiant Apartment in Sobha Hartland,"Dubai, ARE",Dubai,None,10,1,25.175439,55.309197
Homely 2 Bed Apartment with High-Floor View in JVC,"Dubai, ARE",Dubai,None,10,1,25.066607,55.202942
Mesk Tower - Vacationer,"Dubai, ARE",Dubai,None,10,1,25.084363,55.149153
Frank Porter - One Park Avenue,"Dubai, ARE",Dubai,None,10,1,25.178447,55.30862
LUXFolio Retreats - Fantastic Marina Apartment,"Dubai, ARE",Dubai,None,10,1,25.072313,55.132367
1BR in a Prime JBR Location with Beach Access,"Dubai, ARE",Dubai,None,10,2,25.080418,55.134645
Lavish Studio Apartment in J One,"Dubai, ARE",Dubai,None,10,1,25.186108,55.283363
Canal View Haven 1BR in Marina Dxb,"Dubai, ARE",Dubai,None,10,1,25.08519,55.14474
"RH- Bright 1BR in JVC, near Circle mall","Dubai, ARE",Dubai,None,10,1,25.069212,55.20734
LUX The Marina Ocean View Suite 5,"Dubai, ARE",Dubai,None,10,1,25.090642,55.148645
HiGuests - Dream stay in our Cozy 2BR in La Rive Community,"Dubai, ARE",Dubai,None,10,1,25.239326,55.253817
1bd Flat-terrace With Burj Al Arab Viewnear Metro,"Dubai, ARE",Dubai,None,10,1,25.184475,55.261737
2BR Tranquil Community AG Residence JVC,"Dubai, ARE",Dubai,None,10,1,25.066697,55.21198
Luxury 1 Bedroom Apartment with Spectacular Burj and Canal Views,"Dubai, ARE",Dubai,None,10,1,25.184475,55.261737
Amazing 1BHK With Dubai Fountain Views,"Dubai, ARE",Dubai,None,10,1,25.18608,55.278338
18 Bricks Sobha Creek Vistas Res 3004,"Dubai, ARE",Dubai,None,10,1,25.175203,55.324732
Captivating 1BR at Surf at Creek Beach Building 1 Dubai Creek Harbour by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,10,1,25.20204,55.349312
VayK - Cozy One Bedroom Near Park in Dubai Hills,"Dubai, ARE",Dubai,None,10,1,25.111887,55.24846
Hospitality Expert LW1302 - D Mall Opera Fountain,"Dubai, ARE",Dubai,None,10,2,25.196513,55.269534
LUX The Silverene Marina view Suite 2,"Dubai, ARE",Dubai,None,10,1,25.074816,55.13854
Dubai Marina Gate 2 Deluxe Apartment,"Dubai, ARE",Dubai,None,10,1,25.086573,55.147154
LUXFolio Retreats - Downtown Dubai Bliss,"Dubai, ARE",Dubai,None,10,1,25.191678,55.271774
Collective Tower - Vacationer,"Dubai, ARE",Dubai,None,10,1,25.115571,55.247222
MH- Act - Burj View 3BHK-REF4001,"Dubai, ARE",Dubai,None,10,1,25.192655,55.271615
Charming villa w/ private garden,"Dubai, ARE",Dubai,None,10,1,25.055156,55.172445
One Bed Room in Sobha Creek Vistas Hosted by Desert City Stays,"Dubai, ARE",Dubai,None,10,1,25.179484,55.305135
"Luxurious 3 Bed in Trident Bayside , Dubai Marina by PK Holidays","Dubai, ARE",Dubai,None,10,1,25.081271,55.144724
GuestReady - Penthouse with a Private Pool,"Dubai, ARE",Dubai,None,10,1,25.064444,55.138364
Stylish NEW apartment balcony sunset views & pool!,"Dubai, ARE",Dubai,None,10,1,25.086704,55.381753
Gorgeous 1B with Balcony in Business Bay,"Dubai, ARE",Dubai,None,10,1,25.186945,55.282992
Vacay Lettings - Comfortable 1BR Apartment in Tower 108 - JVC,"Dubai, ARE",Dubai,None,10,1,25.053201,55.197517
Boho Styled Golf Retreat Studio Damac Hills,"Dubai, ARE",Dubai,None,10,1,25.029237,55.25278
1 Bedroom Furnished Apartment Front of Future Museum - Trade Center Dubai,"Dubai, ARE",Dubai,None,10,1,25.221005,55.280726
Pleasant new apartment in Dubai Creek Harbour,"Dubai, ARE",Dubai,None,10,1,25.203981,55.345733
Beautiful 1BR - Close to Downtown with Pool and Gym,"Dubai, ARE",Dubai,None,10,1,25.180146,55.301036
HiGuests - Magnificent Apartment with Stunning Lagoon Views,"Dubai, ARE",Dubai,None,10,1,25.156539,55.285714
Fabulous 2Bedroom Apartment in Paramount Midtown,"Dubai, ARE",Dubai,None,10,1,25.193535,55.265448
Panoramic 3BR Offering Stunning Burj Khalifa View,"Dubai, ARE",Dubai,None,10,1,25.202244,55.280675
Sweet home almost on the beach,"Dubai, ARE",Dubai,None,10,1,25.083289,55.140875
Fabulous full sea view 3br bluewaters Island,"Dubai, ARE",Dubai,None,10,1,25.079593,55.120106
1 Bed Community View 5th Fl City Walk B7,"Dubai, ARE",Dubai,None,10,1,25.20231,55.262388
Shared Private Room Near Downtown Business Bay,"Dubai, ARE",Dubai,None,10,1,25.177779,55.274312
Gorgeous 1BR at Sky Gardens DIFC BY Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,10,1,25.211824,55.282978
"Seven Palm, Private beach, Infinity Pool, High Floor 3BDR","Dubai, ARE",Dubai,None,10,1,25.11146,55.137853
Lxry Full Marina View & RoofTop Pool 40% OFF,"Dubai, ARE",Dubai,None,10,1,25.06994,55.128051
Elite Escape Holiday Home - 2 BHK Getaway with Burj Khalifa View and Dubai Mall Access - 1507,"Dubai, ARE",Dubai,None,10,1,25.200933,55.280834
Lakeside Stylish Apartment With Balcony,"Dubai, ARE",Dubai,None,10,1,25.065625,55.137602
"Tranquil Dubai Marina Studio by JBR Beach, Marina Mall, Metro","Dubai, ARE",Dubai,None,10,1,25.068107,55.129557
Piece of Dubai,"Dubai, ARE",Dubai,None,10,1,25.187756,55.284018
2BR in The Heart of Downtown 8 Blvd Walk,"Dubai, ARE",Dubai,None,10,1,25.191138,55.269834
coconing in business Bay Burj Khalifa canal view,"Dubai, ARE",Dubai,None,10,1,25.179988,55.265267
Stunning 1Bedroom Apartment - With Amazing Dubai Marina View,"Dubai, ARE",Dubai,None,7,2,25.070341,55.13575
"Key View - Hera Tower, Sports City","Dubai, ARE",Dubai,None,10,1,25.040384,55.222598
18 Bricks Spacious Studio Apartment Carson 404,"Dubai, ARE",Dubai,None,10,1,25.024517,55.24315
CozyArtStudio - Pool view / brand-new building JVC,"Dubai, ARE",Dubai,None,10,1,25.067378,55.206619
Luxurious Studio with Canal View in Business Bay,"Dubai, ARE",Dubai,None,10,1,25.184678,55.258748
"Vogue Palace Residences, Dubai Creek Harbour","Dubai, ARE",Dubai,None,10,1,25.204658,55.347965
Bluewaters Island - High-Floor 1 Bedroom Suite by Livbnb,"Dubai, ARE",Dubai,None,10,1,25.079471,55.121486
Elegant 1BR - Spacious & Luxury - Canal View,"Dubai, ARE",Dubai,None,10,1,25.18431,55.275516
Waves Holiday Homes - Sea View Luxury 3 Bedroom Apartment With Balcony,"Dubai, ARE",Dubai,None,10,1,25.070544,55.126068
Charming 1BR at Bella Rose Al Barsha South by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,10,1,25.070361,55.245242
Damac Heights by Fendi,"Dubai, ARE",Dubai,None,9.5,2,25.087282,55.145987
Stunning 1bedroom Opera & Dubai Fountains View,"Dubai, ARE",Dubai,None,10,1,25.196195,55.270648
"Luton Vacation Homes - Elite Downtown Residence, Burj Khalifa View Dubai - 19AB01","Dubai, ARE",Dubai,None,10,1,25.18643,55.278497
Silkhaus Near Burj Khalifa 1 BDR | Luxurious vibes,"Dubai, ARE",Dubai,None,10,1,25.198853,55.283635
Frank Porter - MAG 560,"Dubai, ARE",Dubai,None,10,1,24.950485,55.229633
Gorgeous 1B with Balcony in Socio in Dubai Hills,"Dubai, ARE",Dubai,None,10,1,25.113372,55.248467
"Specious 2 bedrooms near Dubai Mall, Downtown","Dubai, ARE",Dubai,None,10,1,25.194031,55.284591
Cozy 2BR at Forte Tower 2 Downtown Dubai by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,10,1,25.194896,55.268967
"Modern Style 3BR in Skyview Marina, Walk 2 Beach","Dubai, ARE",Dubai,None,10,1,25.084112,55.142369
2BR in JBR / Sea View / Dubai Marina / Walk2Beach,"Dubai, ARE",Dubai,None,10,1,25.081312,55.138438
Silkhaus Collective 2BDR in Dubai Hills with Pool & Gym,"Dubai, ARE",Dubai,None,10,1,25.099502,55.243843
"Zada Tower , near to Burj Khalifa NYE fireworks","Dubai, ARE",Dubai,None,10,1,25.184528,55.261733
Silkhaus Spacious Studio in JLT Gym Pool,"Dubai, ARE",Dubai,None,10,1,25.07128,55.13973
2 Bedroom with full Burj Khalifa view,"Dubai, ARE",Dubai,None,10,1,25.189983,55.272772
Primestay - Breeze 3 2BR in Creek Harbour,"Dubai, ARE",Dubai,None,10,1,25.201714,55.348985
Primestay- Marquise Square Tower,"Dubai, ARE",Dubai,None,10,1,25.185064,55.275877
Luxury apartment Dubai Downtown,"Dubai, ARE",Dubai,None,10,1,25.195577,55.269116
New Sky High Burj Khalifa View Opposite Dubai Mall,"Dubai, ARE",Dubai,None,10,1,25.194637,55.270103
Classic Charm Studio In MAG,"Dubai, ARE",Dubai,None,10,1,25.147728,55.246903
HomesGetaway - Modern 1 Bedroom in JBR The Address,"Dubai, ARE",Dubai,None,10,1,25.072584,55.126567
spacious 1BR Apartment Executive Towers Business Bay,"Dubai, ARE",Dubai,None,10,1,25.190442,55.265598
Brand New Building * Czechin * Studio City,"Dubai, ARE",Dubai,None,10,1,25.04143,55.246229
Primestay - Act 1 Act 2 2BR in Downtown,"Dubai, ARE",Dubai,None,10,1,25.19284,55.271342
Veluxa - Large and Stylish 1 Bed in JLT!,"Dubai, ARE",Dubai,None,10,1,25.065481,55.140155
Near Burj Khalifa NYE Brand New Cozy 1BR Business Bay,"Dubai, ARE",Dubai,None,10,1,25.1845,55.261809
Luxurious 2BDR & Guests Room-Mada Residences,"Dubai, ARE",Dubai,None,6.5,2,25.19402,55.284593
sharja 1105,"Sharjah, ARE",Sharjah,None,10,1,25.317363,55.377142
"Great Location & Modern Apartment, 5 Min Walk to JBR Beach","Dubai, ARE",Dubai,None,10,1,25.072319,55.132407
STAY BY LATINEM Luxury 1BR Holiday Home CVR A1804 near Burj Khalifa,"Dubai, ARE",Dubai,None,10,1,25.179446,55.304511
Sophisticated Studio in The Address Residences Dubai Marina by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,10,1,25.077413,55.140192
Elegant Dubai at FIVE Palm Jumeirah,"Dubai, ARE",Dubai,None,7,3,25.10395,55.14925
Superb Studio at Damac Celestia A Dubai South By Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,10,1,24.948662,55.202952
Tropical Loft with working station in JVC,"Dubai, ARE",Dubai,None,10,1,25.046344,55.200579
Exclusive 2BHK in Downtown Dubai,"Dubai, ARE",Dubai,None,10,1,25.192315,55.271127
Aliving Deluxe studio Damac Maison Prive Business Bay-1315,"Dubai, ARE",Dubai,None,10,1,25.18431,55.275516
Luxury 4BR Townhouse Palm Jumeirah,"Dubai, ARE",Dubai,None,10,1,25.105562,55.149052
studio near Burj Khalifa,"Dubai, ARE",Dubai,None,10,1,25.17165,55.306312
Reposeful Studio at Azizi Riviera 4 MBR City by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,10,1,25.173275,55.300014
WelHome - Breathtaking Apt With Partial View of Burj Khalifa,"Dubai, ARE",Dubai,None,10,1,25.199843,55.277452
NEW! Exclusive Fairmont Penthouse private Pool-Gym,"Dubai, ARE",Dubai,None,10,1,25.111097,55.139704
The Signature Fountain View Residence with Terrace,"Dubai, ARE",Dubai,None,10,1,25.192192,55.272574
Silkhaus quiet neighborhood at Dubai Hills 1BDR,"Dubai, ARE",Dubai,None,10,1,25.099502,55.243843
Luxe - Serenity in the City: Riviera 27 Studio,"Dubai, ARE",Dubai,None,10,1,25.17256,55.305106
Bright and central Index Tower DIFC by Suiteable,"Dubai, ARE",Dubai,None,10,1,25.207574,55.278115
Damac Towers By Paramount,"Dubai, ARE",Dubai,None,10,1,25.187019,55.292072
Luxury Living at its Finest 2br,"Dubai, ARE",Dubai,None,10,1,25.177677,55.308658
Apartment in Marina with Vibrant Pop Art Accents,"Dubai, ARE",Dubai,None,10,1,25.071485,55.132115
اسطبلات أساور للفروسية Asawer Equestrian Stables,"None, ARE",,None,10,1,24.864381,55.531061
Damac Celestia - Locations,"Dubai, ARE",Dubai,None,10,1,24.948613,55.202921
New Arabian Maple villa 513 4BR plus maid,"Dubai, ARE",Dubai,None,10,1,25.093608,55.254199
Delightful stay at the 1BR apt with coastal view,"Dubai, ARE",Dubai,None,10,1,25.089879,55.148232
GuestReady - Exclusive Comforts near Burj Khalifa,"Dubai, ARE",Dubai,None,10,1,25.184742,55.258602
Cosily Furnished 1 Bedroom Apartment Torch Tower,"Dubai, ARE",Dubai,None,10,1,25.087942,55.1475
Modern 1BR Elegance by the Palm Jumeirah Shoreline,"Dubai, ARE",Dubai,None,10,1,25.112488,55.141593
"2BR Burj khalifa view, Dubai mall","Dubai, ARE",Dubai,None,10,1,25.18917,55.28889
FAM Living - 2BR Home in the Heart of Downtown - Opulent Interiors,"Dubai, ARE",Dubai,None,10,1,25.202429,55.280933
